Gene	W19C	W20C	W21C	W22C	W23C	W24C	W25C	W26C	W28C	W31C	W32C	W34C	W35C	W36C	W37C	W38C	W39C	W40C	W41C	W19F	W20F	W21F	W22F	W23F	W24F	W25F	W26F	W28F	W31F	W32F	W34F	W35F	W36F	W37F	W38F	W39F	W40F	W41F
MA_776914g0010	-0.926465719	-1.00138468	-0.578568285	0.78223486	1.172839714	-0.028002186	0.936789629	2.244058807	0.794339005	0.376082897	0.080124201	0.556651784	1.484614747	0.961037039	0.880245243	-0.429728241	-0.681480414	-0.404678023	-0.80076248	-1.268965467	-1.933166536	-0.988013183	0.184830501	-1.035559476	0.15162396	0.57348818	1.818170613	1.606216193	0.774537462	0.758333361	0.110185787	-1.054116941	-1.030638195	-0.741002431	-0.624247657	-1.024949718	-0.891246901	-0.803427446
MA_81780g0010	-0.084960384	0.074158015	0.164634681	0.052726019	1.976921058	2.249346607	0.708406459	0.971981992	1.463594999	1.802514528	0.212816213	-0.162876385	-0.433135779	0.103921753	-1.04708603	-0.55513209	-0.962043936	-1.271413914	-1.405471669	0.37828927	-0.271236648	0.16264773	0.010946352	1.893421227	1.630120017	0.145547614	-0.177640336	0.224555775	-0.31217287	-0.138408902	-0.847951478	-0.640040686	-0.980797611	-0.321457465	-0.865727371	-1.19261702	-0.720956714	-1.835423022
MA_8293037g0010	-0.254973221	-0.254973221	1.712669164	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	5.30705928	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	1.904334296	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221	-0.254973221
MA_8356859g0010	-1.226457084	-1.428666726	-2.075988395	-1.280850314	-1.173110864	-1.525236321	-1.135711892	-0.639501617	0.330451406	0.544854989	-1.191645179	-0.697501131	1.098003208	0.503104548	1.268287791	0.350171566	0.712771606	-1.303434341	0.121980356	-0.368000548	-0.152067297	-0.071060287	0.469711957	0.687968812	0.68144967	-0.410545398	-0.290073808	0.130001467	0.823257768	1.938566198	0.017992698	1.555583327	0.507126463	0.711408917	-0.50596191	2.079385219	0.204632394	0.739102754
MA_854569g0010	-0.702704315	-0.702704315	-0.702704315	0.88139192	1.236853971	-0.702704315	-0.702704315	-0.702704315	-0.702704315	-0.702704315	-0.702704315	0.550133993	-0.702704315	-0.702704315	-0.702704315	-0.702704315	0.58663954	-0.702704315	2.302685601	0.745336764	1.063516591	1.709188829	-0.702704315	-0.702704315	1.199337473	-0.702704315	2.472168881	-0.702704315	-0.702704315	-0.702704315	0.550133993	-0.702704315	1.248417669	-0.702704315	-0.702704315	-0.702704315	0.855499125	1.463599205
MA_8809860g0010	-1.087549811	-0.132329731	0.852033823	0.944163787	-0.079620966	1.713045785	1.160747839	-1.087549811	-1.087549811	1.029326511	0.725105747	-0.083507588	-1.087549811	-1.087549811	0.010340161	-1.087549811	0.835114109	0.032070327	-1.087549811	-0.022846945	1.263049719	0.785955595	1.114514444	0.619888456	-1.087549811	1.487773937	-0.081273914	-0.205091734	-1.087549811	2.25367903	0.089207827	-1.087549811	-0.09970339	-1.087549811	-1.087549811	-1.087549811	-1.087549811	1.014054527
MA_889646g0010	-0.69286184	-0.69286184	1.36979932	1.365339994	1.536070089	0.367543873	1.131196756	0.672420381	0.152638964	-0.69286184	3.586466692	-0.69286184	0.281289619	0.506013898	-0.69286184	0.266728057	0.175638932	-0.69286184	-0.69286184	1.504431566	-0.69286184	0.131614281	1.576074203	-0.69286184	-0.69286184	-0.69286184	0.619693845	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184	-0.69286184
MA_91381g0010	0.308528828	-0.018037056	-0.678878996	-0.273829722	-0.647991871	-0.652020882	-0.506337016	-0.746898083	1.45834399	-0.069423944	-0.215247868	-0.229915775	-0.245281714	-0.39316463	0.105283889	0.49847441	0.203578046	1.633010507	2.458717317	-0.152776337	-0.792916447	-0.638122436	-0.520302658	-0.420167677	1.37032074	-0.930017078	-0.930017078	-0.930017078	-0.930017078	-0.750470178	-0.789572269	-0.745005341	-0.671333219	0.074144369	0.038991854	0.604642499	1.963715336	3.160010642
MA_930638g0010	-0.540709394	-0.334251802	-0.40059172	-0.670871101	0.143221343	0.855971787	1.231848469	-0.047080574	3.790432303	3.516651532	0.620864069	-0.270007933	-0.197584988	-0.383960981	-0.269570773	0.430350072	0.039918562	0.048688327	-0.461716942	-0.150971381	-0.328446077	-0.493261422	-0.593344164	-0.217817264	1.156916673	-0.181753211	-0.328664918	-0.394556066	-0.548307336	-0.844245789	-0.838316816	-0.347330612	-0.609590187	-0.532133767	-0.732912898	-0.43128558	-0.340233559	-0.34534588
MA_93514g0020	-0.838806065	0.335458635	1.233539033	1.752424992	0.051986919	0.404194058	1.805877325	0.219485043	-0.838806065	2.915210102	0.440178392	0.573790171	0.339471464	-0.007926341	-0.838806065	-0.838806065	-0.838806065	-0.838806065	0.178521561	-0.838806065	-0.096364699	0.148529412	0.009540075	0.417495908	-0.838806065	-0.838806065	2.682720925	0.426351794	0.133832535	0.295385799	-0.838806065	-0.838806065	-0.838806065	-0.838806065	-0.838806065	-0.838806065	-0.838806065	-0.838806065
MA_94599g0010	0.84312796	-0.769014846	0.894659668	0.578937519	-0.769014846	-0.769014846	0.999660995	-0.769014846	-0.769014846	-0.769014846	-0.769014846	1.352459508	-0.769014846	-0.769014846	1.199415062	1.241008018	-0.769014846	-0.769014846	1.403734326	-0.769014846	1.863988154	2.243325499	0.792166265	-0.769014846	-0.769014846	-0.769014846	-0.769014846	-0.769014846	-0.769014846	-0.769014846	-0.769014846	0.969385467	-0.769014846	1.020951778	-0.769014846	1.297225711	0.987295521	-0.769014846
